1,108,104
2,104,100
3,100,96
4,96,92
5,92,88
6,88,84
7,84,80
8,80,76
9,76,72
10,72,68
11,68,64
12,64,60
13,60,56
14,56,52
15,52,48
16,48,44
17,44,40
18,40,36
19,36,32
20,32,28
